Date,Category,Region,Sales,Units,Returns,Month,Profit
2024-12-24 03:19:49.303520,Electronics,West,5028,228,7,2024-12,820
2024-12-24 03:19:49.303520,Clothing,North,4637,81,6,2024-12,1574
2024-12-24 03:19:49.303520,Clothing,South,2230,27,0,2024-12,485
2024-12-24 03:19:49.303520,Clothing,East,2822,36,2,2024-12,674
2024-12-24 03:19:49.303520,Clothing,West,3393,38,1,2024-12,622
2024-12-24 03:19:49.303520,Home & Garden,North,6401,156,10,2024-12,2067
2024-12-24 03:19:49.303520,Home & Garden,South,6507,106,7,2024-12,1355
2024-12-24 03:19:49.303520,Home & Garden,East,1360,24,1,2024-12,209
2024-12-24 03:19:49.303520,Home & Garden,West,2351,24,0,2024-12,501
2024-12-24 03:19:49.303520,Books,North,4945,63,2,2024-12,1714
2024-12-24 03:19:49.303520,Books,South,4778,149,7,2024-12,857
2024-12-24 03:19:49.303520,Books,East,3636,173,11,2024-12,568
2024-12-24 03:19:49.303520,Books,West,5827,161,10,2024-12,1547
2024-12-24 03:19:49.303520,Sports,North,1494,46,2,2024-12,335
2024-12-24 03:19:49.303520,Sports,South,5092,127,2,2024-12,1573
2024-12-24 03:19:49.303520,Sports,East,5846,63,3,2024-12,1732
2024-12-24 03:19:49.303520,Sports,West,5291,73,1,2024-12,989
2024-12-24 03:19:49.303520,Toys,North,3822,136,9,2024-12,1004
2024-12-24 03:19:49.303520,Toys,South,4590,72,1,2024-12,718
2024-12-24 03:19:49.303520,Toys,East,2542,82,5,2024-12,604
2024-12-24 03:19:49.303520,Toys,West,4204,55,1,2024-12,1230
2024-12-25 03:19:49.303520,Electronics,North,3242,53,2,2024-12,755
2024-12-25 03:19:49.303520,Electronics,South,1333,21,1,2024-12,231
2024-12-25 03:19:49.303520,Electronics,East,3641,61,4,2024-12,590
2024-12-25 03:19:49.303520,Electronics,West,1590,23,0,2024-12,509
2024-12-25 03:19:49.303520,Clothing,North,2301,33,1,2024-12,755
2024-12-25 03:19:49.303520,Clothing,South,4594,67,2,2024-12,1004
2024-12-25 03:19:49.303520,Clothing,East,3486,74,4,2024-12,637
2024-12-25 03:19:49.303520,Clothing,West,2887,75,2,2024-12,998
2024-12-25 03:19:49.303520,Home & Garden,North,2977,43,1,2024-12,771
2024-12-25 03:19:49.303520,Home & Garden,South,4132,129,2,2024-12,1013
2024-12-25 03:19:49.303520,Home & Garden,East,4089,51,4,2024-12,1219
2024-12-25 03:19:49.303520,Home & Garden,West,3258,43,2,2024-12,598
2024-12-25 03:19:49.303520,Books,North,2820,28,1,2024-12,750
2024-12-25 03:19:49.303520,Books,South,5337,116,2,2024-12,1750
2024-12-25 03:19:49.303520,Books,East,4210,127,5,2024-12,650
2024-12-25 03:19:49.303520,Books,West,5813,109,3,2024-12,1654
2024-12-25 03:19:49.303520,Sports,North,5765,128,7,2024-12,1500
2024-12-25 03:19:49.303520,Sports,South,5005,172,5,2024-12,1702
2024-12-25 03:19:49.303520,Sports,East,2194,22,1,2024-12,442
2024-12-25 03:19:49.303520,Sports,West,3295,34,2,2024-12,1060
2024-12-25 03:19:49.303520,Toys,North,4533,65,4,2024-12,960
2024-12-25 03:19:49.303520,Toys,South,2477,107,4,2024-12,584
2024-12-25 03:19:49.303520,Toys,East,3918,46,1,2024-12,754
2024-12-25 03:19:49.303520,Toys,West,4735,118,5,2024-12,1528
2024-12-26 03:19:49.303520,Electronics,North,3022,53,3,2024-12,571
2024-12-26 03:19:49.303520,Electronics,South,2229,31,1,2024-12,717
2024-12-26 03:19:49.303520,Electronics,East,5326,80,1,2024-12,1284
2024-12-26 03:19:49.303520,Electronics,West,1917,51,1,2024-12,607
2024-12-26 03:19:49.303520,Clothing,North,3467,40,1,2024-12,703
2024-12-26 03:19:49.303520,Clothing,South,4364,61,1,2024-12,770
2024-12-26 03:19:49.303520,Clothing,East,4732,65,3,2024-12,1235
2024-12-26 03:19:49.303520,Clothing,West,3520,45,3,2024-12,886
2024-12-26 03:19:49.303520,Home & Garden,North,5868,279,17,2024-12,1298
2024-12-26 03:19:49.303520,Home & Garden,South,3386,48,2,2024-12,956
2024-12-26 03:19:49.303520,Home & Garden,East,4003,41,2,2024-12,676
2024-12-26 03:19:49.303520,Home & Garden,West,3595,43,3,2024-12,986
2024-12-26 03:19:49.303520,Books,North,3920,50,2,2024-12,754
2024-12-26 03:19:49.303520,Books,South,5162,97,2,2024-12,907
2024-12-26 03:19:49.303520,Books,East,3373,82,2,2024-12,1119
2024-12-26 03:19:49.303520,Books,West,3699,184,6,2024-12,895
2024-12-26 03:19:49.303520,Sports,North,5359,54,3,2024-12,1622
2024-12-26 03:19:49.303520,Sports,South,2604,26,1,2024-12,437
2024-12-26 03:19:49.303520,Sports,East,5573,174,4,2024-12,900
2024-12-26 03:19:49.303520,Sports,West,2307,23,1,2024-12,574
2024-12-26 03:19:49.303520,Toys,North,1659,20,1,2024-12,353
2024-12-26 03:19:49.303520,Toys,South,4704,102,6,2024-12,710
2024-12-26 03:19:49.303520,Toys,East,4442,177,10,2024-12,829
2024-12-26 03:19:49.303520,Toys,West,4298,63,2,2024-12,832
2024-12-27 03:19:49.303520,Electronics,North,3729,95,3,2024-12,774
2024-12-27 03:19:49.303520,Electronics,South,4150,50,2,2024-12,1350
2024-12-27 03:19:49.303520,Electronics,East,4062,126,4,2024-12,950
2024-12-27 03:19:49.303520,Electronics,West,2594,76,4,2024-12,741
2024-12-27 03:19:49.303520,Clothing,North,5389,99,4,2024-12,828
2024-12-27 03:19:49.303520,Clothing,South,3334,61,2,2024-12,1042
2024-12-27 03:19:49.303520,Clothing,East,2162,60,4,2024-12,428
2024-12-27 03:19:49.303520,Clothing,West,2716,32,1,2024-12,575
2024-12-27 03:19:49.303520,Home & Garden,North,5891,178,6,2024-12,936
2024-12-27 03:19:49.303520,Home & Garden,South,1823,20,1,2024-12,422
2024-12-27 03:19:49.303520,Home & Garden,East,2932,34,1,2024-12,939
2024-12-27 03:19:49.303520,Home & Garden,West,2400,88,4,2024-12,541
2024-12-27 03:19:49.303520,Books,North,1520,17,1,2024-12,504
2024-12-27 03:19:49.303520,Books,South,4807,63,2,2024-12,1555
2024-12-27 03:19:49.303520,Books,East,4735,53,3,2024-12,768
2024-12-27 03:19:49.303520,Books,West,3027,38,1,2024-12,638
2024-12-27 03:19:49.303520,Sports,North,5359,214,16,2024-12,1779
2024-12-27 03:19:49.303520,Sports,South,4206,182,12,2024-12,655
2024-12-27 03:19:49.303520,Sports,East,4169,70,3,2024-12,1263
2024-12-27 03:19:49.303520,Sports,West,2008,21,1,2024-12,665
2024-12-27 03:19:49.303520,Toys,North,4537,151,9,2024-12,1379
2024-12-27 03:19:49.303520,Toys,South,5451,237,9,2024-12,1628
2024-12-27 03:19:49.303520,Toys,East,4253,47,2,2024-12,1355
2024-12-27 03:19:49.303520,Toys,West,3645,88,5,2024-12,1032
2024-12-28 03:19:49.303520,Electronics,North,3324,118,6,2024-12,779
2024-12-28 03:19:49.303520,Electronics,South,2280,69,4,2024-12,370
2024-12-28 03:19:49.303520,Electronics,East,3481,37,2,2024-12,1070
2024-12-28 03:19:49.303520,Electronics,West,4737,53,2,2024-12,1568
2024-12-28 03:19:49.303520,Clothing,North,3176,72,4,2024-12,801
2024-12-28 03:19:49.303520,Clothing,South,4837,62,2,2024-12,1240
2024-12-28 03:19:49.303520,Clothing,East,3923,41,0,2024-12,904
2024-12-28 03:19:49.303520,Clothing,West,4427,69,2,2024-12,1422
2024-12-28 03:19:49.303520,Home & Garden,North,5841,61,1,2024-12,893
2024-12-28 03:19:49.303520,Home & Garden,South,2601,35,1,2024-12,715
2024-12-28 03:19:49.303520,Home & Garden,East,1631,20,1,2024-12,540
2024-12-28 03:19:49.303520,Home & Garden,West,4771,62,4,2024-12,814
2024-12-28 03:19:49.303520,Books,North,2645,33,1,2024-12,904
2024-12-28 03:19:49.303520,Books,South,4324,205,4,2024-12,1485
2024-12-28 03:19:49.303520,Books,East,5287,203,5,2024-12,1776
2024-12-28 03:19:49.303520,Books,West,4180,64,2,2024-12,1013
2024-12-28 03:19:49.303520,Sports,North,3299,91,3,2024-12,747
2024-12-28 03:19:49.303520,Sports,South,2133,38,2,2024-12,621
2024-12-28 03:19:49.303520,Sports,East,3734,76,2,2024-12,798
2024-12-28 03:19:49.303520,Sports,West,3356,36,2,2024-12,549
2024-12-28 03:19:49.303520,Toys,North,3601,41,2,2024-12,1189
2024-12-28 03:19:49.303520,Toys,South,5118,78,4,2024-12,1417
2024-12-28 03:19:49.303520,Toys,East,2927,63,4,2024-12,560
2024-12-28 03:19:49.303520,Toys,West,2244,57,3,2024-12,344
2024-12-29 03:19:49.303520,Electronics,North,2070,59,1,2024-12,610
2024-12-29 03:19:49.303520,Electronics,South,1890,38,1,2024-12,605
2024-12-29 03:19:49.303520,Electronics,East,1975,48,1,2024-12,456
2024-12-29 03:19:49.303520,Electronics,West,3580,65,1,2024-12,594
2024-12-29 03:19:49.303520,Clothing,North,4142,42,2,2024-12,1158
2024-12-29 03:19:49.303520,Clothing,South,2598,50,3,2024-12,543
2024-12-29 03:19:49.303520,Clothing,East,3754,39,1,2024-12,671
2024-12-29 03:19:49.303520,Clothing,West,3607,41,1,2024-12,909
2024-12-29 03:19:49.303520,Home & Garden,North,3615,139,3,2024-12,890
2024-12-29 03:19:49.303520,Home & Garden,South,2073,41,2,2024-12,525
2024-12-29 03:19:49.303520,Home & Garden,East,5438,75,4,2024-12,1711
2024-12-29 03:19:49.303520,Home & Garden,West,2061,71,3,2024-12,508
2024-12-29 03:19:49.303520,Books,North,4185,119,3,2024-12,1381
2024-12-29 03:19:49.303520,Books,South,3113,62,3,2024-12,991
2024-12-29 03:19:49.303520,Books,East,4271,137,3,2024-12,1196
2024-12-29 03:19:49.303520,Books,West,6328,67,5,2024-12,1021
2024-12-29 03:19:49.303520,Sports,North,2726,30,1,2024-12,880
2024-12-29 03:19:49.303520,Sports,South,5999,260,6,2024-12,1986
2024-12-29 03:19:49.303520,Sports,East,4014,42,2,2024-12,903
2024-12-29 03:19:49.303520,Sports,West,1692,19,1,2024-12,431
2024-12-29 03:19:49.303520,Toys,North,4242,146,8,2024-12,874
2024-12-29 03:19:49.303520,Toys,South,2452,25,1,2024-12,375
2024-12-29 03:19:49.303520,Toys,East,3356,72,4,2024-12,825
2024-12-29 03:19:49.303520,Toys,West,3532,69,3,2024-12,621
2024-12-30 03:19:49.303520,Electronics,North,4724,51,2,2024-12,881
2024-12-30 03:19:49.303520,Electronics,South,4264,63,1,2024-12,1049
2024-12-30 03:19:49.303520,Electronics,East,2235,40,1,2024-12,722
2024-12-30 03:19:49.303520,Electronics,West,3306,157,9,2024-12,1054
2024-12-30 03:19:49.303520,Clothing,North,3560,75,2,2024-12,1221
2024-12-30 03:19:49.303520,Clothing,South,2491,57,2,2024-12,614
2024-12-30 03:19:49.303520,Clothing,East,4598,139,9,2024-12,1197
2024-12-30 03:19:49.303520,Clothing,West,3793,39,1,2024-12,1192
2024-12-30 03:19:49.303520,Home & Garden,North,2809,28,1,2024-12,814
2024-12-30 03:19:49.303520,Home & Garden,South,3728,49,3,2024-12,695
2024-12-30 03:19:49.303520,Home & Garden,East,5003,58,2,2024-12,1148
2024-12-30 03:19:49.303520,Home & Garden,West,5853,167,5,2024-12,1965
2024-12-30 03:19:49.303520,Books,North,4953,51,3,2024-12,887
2024-12-30 03:19:49.303520,Books,South,2554,77,2,2024-12,490
2024-12-30 03:19:49.303520,Books,East,5080,52,1,2024-12,1169
2024-12-30 03:19:49.303520,Books,West,2838,56,2,2024-12,959
2024-12-30 03:19:49.303520,Sports,North,2891,53,3,2024-12,499
2024-12-30 03:19:49.303520,Sports,South,5766,64,4,2024-12,1640
2024-12-30 03:19:49.303520,Sports,East,6218,68,1,2024-12,1097
2024-12-30 03:19:49.303520,Sports,West,4832,76,1,2024-12,1231
2024-12-30 03:19:49.303520,Toys,North,5091,145,11,2024-12,1309
2024-12-30 03:19:49.303520,Toys,South,3320,38,2,2024-12,526
2024-12-30 03:19:49.303520,Toys,East,2942,34,2,2024-12,1002
2024-12-30 03:19:49.303520,Toys,West,5099,188,7,2024-12,1587
2024-12-31 03:19:49.303520,Electronics,North,5513,62,3,2024-12,1160
2024-12-31 03:19:49.303520,Electronics,South,4737,121,7,2024-12,834
2024-12-31 03:19:49.303520,Electronics,East,3698,115,2,2024-12,810
2024-12-31 03:19:49.303520,Electronics,West,2868,40,1,2024-12,943
2024-12-31 03:19:49.303520,Clothing,North,4588,50,3,2024-12,809
2024-12-31 03:19:49.303520,Clothing,South,5876,130,4,2024-12,1291
2024-12-31 03:19:49.303520,Clothing,East,4566,78,6,2024-12,1136
2024-12-31 03:19:49.303520,Clothing,West,3117,42,1,2024-12,488
2024-12-31 03:19:49.303520,Home & Garden,North,4748,76,2,2024-12,966
2024-12-31 03:19:49.303520,Home & Garden,South,4704,72,4,2024-12,1265
2024-12-31 03:19:49.303520,Home & Garden,East,3655,40,2,2024-12,785
2024-12-31 03:19:49.303520,Home & Garden,West,5921,89,3,2024-12,1919
2024-12-31 03:19:49.303520,Books,North,2616,84,3,2024-12,882
2024-12-31 03:19:49.303520,Books,South,3871,69,1,2024-12,922
2024-12-31 03:19:49.303520,Books,East,2186,95,4,2024-12,560
2024-12-31 03:19:49.303520,Books,West,4632,178,8,2024-12,1279
2024-12-31 03:19:49.303520,Sports,North,4824,75,2,2024-12,1364
2024-12-31 03:19:49.303520,Sports,South,4402,57,2,2024-12,715
2024-12-31 03:19:49.303520,Sports,East,2518,76,2,2024-12,404
2024-12-31 03:19:49.303520,Sports,West,2610,72,1,2024-12,843
2024-12-31 03:19:49.303520,Toys,North,3041,31,1,2024-12,589
2024-12-31 03:19:49.303520,Toys,South,4289,61,1,2024-12,1144
2024-12-31 03:19:49.303520,Toys,East,1996,35,1,2024-12,548
2024-12-31 03:19:49.303520,Toys,West,5085,195,11,2024-12,930
2025-01-01 03:19:49.303520,Electronics,North,5391,70,3,2025-01,1629
2025-01-01 03:19:49.303520,Electronics,South,1992,28,1,2025-01,643
2025-01-01 03:19:49.303520,Electronics,East,2258,28,0,2025-01,467
2025-01-01 03:19:49.303520,Electronics,West,2518,109,3,2025-01,819
2025-01-01 03:19:49.303520,Clothing,North,2202,81,3,2025-01,365
2025-01-01 03:19:49.303520,Clothing,South,4066,58,3,2025-01,1260
2025-01-01 03:19:49.303520,Clothing,East,4123,111,3,2025-01,1146
2025-01-01 03:19:49.303520,Clothing,West,3363,96,5,2025-01,896
2025-01-01 03:19:49.303520,Home & Garden,North,6678,185,9,2025-01,1309
2025-01-01 03:19:49.303520,Home & Garden,South,2106,31,1,2025-01,468
2025-01-01 03:19:49.303520,Home & Garden,East,5261,61,3,2025-01,1746
2025-01-01 03:19:49.303520,Home & Garden,West,3622,65,4,2025-01,880
2025-01-01 03:19:49.303520,Books,North,2848,36,2,2025-01,765
2025-01-01 03:19:49.303520,Books,South,2462,98,6,2025-01,830
2025-01-01 03:19:49.303520,Books,East,3522,95,5,2025-01,856
2025-01-01 03:19:49.303520,Books,West,3941,80,4,2025-01,897
2025-01-01 03:19:49.303520,Sports,North,4137,89,3,2025-01,1359
2025-01-01 03:19:49.303520,Sports,South,2882,72,1,2025-01,957
2025-01-01 03:19:49.303520,Sports,East,3084,90,5,2025-01,681
2025-01-01 03:19:49.303520,Sports,West,3166,50,1,2025-01,849
2025-01-01 03:19:49.303520,Toys,North,4075,71,2,2025-01,1396
2025-01-01 03:19:49.303520,Toys,South,3591,46,1,2025-01,578
2025-01-01 03:19:49.303520,Toys,East,5615,136,4,2025-01,886
2025-01-01 03:19:49.303520,Toys,West,2844,113,5,2025-01,720
2025-01-02 03:19:49.303520,Electronics,North,3660,104,7,2025-01,762
2025-01-02 03:19:49.303520,Electronics,South,4446,94,4,2025-01,1184
2025-01-02 03:19:49.303520,Electronics,East,2600,40,2,2025-01,766
2025-01-02 03:19:49.303520,Electronics,West,6363,72,4,2025-01,1042
2025-01-02 03:19:49.303520,Clothing,North,2428,71,4,2025-01,792
2025-01-02 03:19:49.303520,Clothing,South,4657,211,6,2025-01,956
2025-01-02 03:19:49.303520,Clothing,East,4543,146,6,2025-01,1027
2025-01-02 03:19:49.303520,Clothing,West,1735,45,3,2025-01,377
2025-01-02 03:19:49.303520,Home & Garden,North,4339,188,3,2025-01,1379
2025-01-02 03:19:49.303520,Home & Garden,South,2415,37,1,2025-01,444
2025-01-02 03:19:49.303520,Home & Garden,East,5465,69,2,2025-01,851
2025-01-02 03:19:49.303520,Home & Garden,West,2975,33,0,2025-01,1024
2025-01-02 03:19:49.303520,Books,North,2183,75,5,2025-01,755
2025-01-02 03:19:49.303520,Books,South,4192,46,1,2025-01,844
2025-01-02 03:19:49.303520,Books,East,2130,47,3,2025-01,323
2025-01-02 03:19:49.303520,Books,West,5747,95,2,2025-01,1604
2025-01-02 03:19:49.303520,Sports,North,6222,168,10,2025-01,1740
2025-01-02 03:19:49.303520,Sports,South,2160,28,0,2025-01,730
2025-01-02 03:19:49.303520,Sports,East,2799,32,0,2025-01,586
2025-01-02 03:19:49.303520,Sports,West,1562,18,1,2025-01,293
2025-01-02 03:19:49.303520,Toys,North,2954,46,1,2025-01,807
2025-01-02 03:19:49.303520,Toys,South,6046,155,4,2025-01,1588
2025-01-02 03:19:49.303520,Toys,East,2439,38,1,2025-01,715
2025-01-02 03:19:49.303520,Toys,West,3052,32,0,2025-01,998
2025-01-03 03:19:49.303520,Electronics,North,3754,98,7,2025-01,983
2025-01-03 03:19:49.303520,Electronics,South,3851,85,6,2025-01,693
2025-01-03 03:19:49.303520,Electronics,East,2218,26,1,2025-01,598
2025-01-03 03:19:49.303520,Electronics,West,5697,135,2,2025-01,1280
2025-01-03 03:19:49.303520,Clothing,North,5840,73,3,2025-01,1404
2025-01-03 03:19:49.303520,Clothing,South,4407,93,6,2025-01,1506
2025-01-03 03:19:49.303520,Clothing,East,4337,73,3,2025-01,1131
2025-01-03 03:19:49.303520,Clothing,West,6192,84,1,2025-01,1114
2025-01-03 03:19:49.303520,Home & Garden,North,3988,61,1,2025-01,951
2025-01-03 03:19:49.303520,Home & Garden,South,4160,92,6,2025-01,814
2025-01-03 03:19:49.303520,Home & Garden,East,2951,35,2,2025-01,522
2025-01-03 03:19:49.303520,Home & Garden,West,5282,125,6,2025-01,1544
2025-01-03 03:19:49.303520,Books,North,4245,106,5,2025-01,1170
2025-01-03 03:19:49.303520,Books,South,3731,58,1,2025-01,931
2025-01-03 03:19:49.303520,Books,East,5645,225,8,2025-01,1324
2025-01-03 03:19:49.303520,Books,West,1816,23,1,2025-01,389
2025-01-03 03:19:49.303520,Sports,North,4496,66,1,2025-01,753
2025-01-03 03:19:49.303520,Sports,South,4051,112,6,2025-01,850
2025-01-03 03:19:49.303520,Sports,East,2949,51,1,2025-01,936
2025-01-03 03:19:49.303520,Sports,West,2966,89,2,2025-01,909
2025-01-03 03:19:49.303520,Toys,North,2597,60,1,2025-01,894
2025-01-03 03:19:49.303520,Toys,South,3217,59,4,2025-01,904
2025-01-03 03:19:49.303520,Toys,East,3881,110,6,2025-01,1011
2025-01-03 03:19:49.303520,Toys,West,2927,69,3,2025-01,612
2025-01-04 03:19:49.303520,Electronics,North,1908,31,0,2025-01,315
2025-01-04 03:19:49.303520,Electronics,South,4443,44,1,2025-01,1215
2025-01-04 03:19:49.303520,Electronics,East,2798,43,2,2025-01,692
2025-01-04 03:19:49.303520,Electronics,West,2544,28,1,2025-01,767
2025-01-04 03:19:49.303520,Clothing,North,4272,147,7,2025-01,992
2025-01-04 03:19:49.303520,Clothing,South,4294,116,4,2025-01,1490
2025-01-04 03:19:49.303520,Clothing,East,4291,186,10,2025-01,984
2025-01-04 03:19:49.303520,Clothing,West,4668,166,6,2025-01,1011
2025-01-04 03:19:49.303520,Home & Garden,North,5123,131,8,2025-01,1660
2025-01-04 03:19:49.303520,Home & Garden,South,3018,143,9,2025-01,691
2025-01-04 03:19:49.303520,Home & Garden,East,5040,61,2,2025-01,1633
2025-01-04 03:19:49.303520,Home & Garden,West,2234,74,2,2025-01,347
2025-01-04 03:19:49.303520,Books,North,4570,49,3,2025-01,1318
2025-01-04 03:19:49.303520,Books,South,4568,60,4,2025-01,750
2025-01-04 03:19:49.303520,Books,East,3551,84,3,2025-01,637
2025-01-04 03:19:49.303520,Books,West,2130,24,1,2025-01,617
2025-01-04 03:19:49.303520,Sports,North,3810,51,1,2025-01,792
2025-01-04 03:19:49.303520,Sports,South,4646,105,6,2025-01,892
2025-01-04 03:19:49.303520,Sports,East,5509,64,2,2025-01,1709
2025-01-04 03:19:49.303520,Sports,West,2895,30,1,2025-01,982
2025-01-04 03:19:49.303520,Toys,North,2489,31,1,2025-01,489
2025-01-04 03:19:49.303520,Toys,South,4119,50,3,2025-01,879
2025-01-04 03:19:49.303520,Toys,East,4402,59,3,2025-01,1288
2025-01-04 03:19:49.303520,Toys,West,4480,65,3,2025-01,1402
2025-01-05 03:19:49.303520,Electronics,North,2790,79,3,2025-01,976
2025-01-05 03:19:49.303520,Electronics,South,1561,22,0,2025-01,319
2025-01-05 03:19:49.303520,Electronics,East,3484,96,3,2025-01,910
2025-01-05 03:19:49.303520,Electronics,West,4133,158,11,2025-01,730
2025-01-05 03:19:49.303520,Clothing,North,4720,127,9,2025-01,1020
2025-01-05 03:19:49.303520,Clothing,South,4121,93,2,2025-01,655
2025-01-05 03:19:49.303520,Clothing,East,4722,100,6,2025-01,907
2025-01-05 03:19:49.303520,Clothing,West,4204,52,1,2025-01,1056
2025-01-05 03:19:49.303520,Home & Garden,North,5707,73,5,2025-01,1042
2025-01-05 03:19:49.303520,Home & Garden,South,3436,44,3,2025-01,1126
2025-01-05 03:19:49.303520,Home & Garden,East,4068,54,3,2025-01,1188
2025-01-05 03:19:49.303520,Home & Garden,West,5451,247,7,2025-01,847
2025-01-05 03:19:49.303520,Books,North,2493,41,2,2025-01,811
2025-01-05 03:19:49.303520,Books,South,3209,61,1,2025-01,1108
2025-01-05 03:19:49.303520,Books,East,2546,38,2,2025-01,637
2025-01-05 03:19:49.303520,Books,West,4532,206,12,2025-01,964
2025-01-05 03:19:49.303520,Sports,North,2995,37,1,2025-01,607
2025-01-05 03:19:49.303520,Sports,South,2518,58,1,2025-01,421
2025-01-05 03:19:49.303520,Sports,East,4248,43,1,2025-01,1054
2025-01-05 03:19:49.303520,Sports,West,4896,144,10,2025-01,783
2025-01-05 03:19:49.303520,Toys,North,3745,56,4,2025-01,939
2025-01-05 03:19:49.303520,Toys,South,5427,67,1,2025-01,1088
2025-01-05 03:19:49.303520,Toys,East,5158,97,4,2025-01,1265
2025-01-05 03:19:49.303520,Toys,West,3233,33,1,2025-01,755
2025-01-06 03:19:49.303520,Electronics,North,5019,100,2,2025-01,1059
2025-01-06 03:19:49.303520,Electronics,South,2211,38,0,2025-01,530
2025-01-06 03:19:49.303520,Electronics,East,5248,54,3,2025-01,1284
2025-01-06 03:19:49.303520,Electronics,West,5033,62,4,2025-01,1594
2025-01-06 03:19:49.303520,Clothing,North,3838,38,1,2025-01,1086
2025-01-06 03:19:49.303520,Clothing,South,2252,97,4,2025-01,532
2025-01-06 03:19:49.303520,Clothing,East,3006,34,1,2025-01,995
2025-01-06 03:19:49.303520,Clothing,West,4965,141,6,2025-01,1495
2025-01-06 03:19:49.303520,Home & Garden,North,4972,65,1,2025-01,821
2025-01-06 03:19:49.303520,Home & Garden,South,5193,62,2,2025-01,938
2025-01-06 03:19:49.303520,Home & Garden,East,4717,56,1,2025-01,784
2025-01-06 03:19:49.303520,Home & Garden,West,2289,99,5,2025-01,489
2025-01-06 03:19:49.303520,Books,North,5138,98,6,2025-01,1218
2025-01-06 03:19:49.303520,Books,South,2937,39,0,2025-01,736
2025-01-06 03:19:49.303520,Books,East,5445,72,4,2025-01,1743
2025-01-06 03:19:49.303520,Books,West,5243,141,6,2025-01,805
2025-01-06 03:19:49.303520,Sports,North,5033,82,5,2025-01,1186
2025-01-06 03:19:49.303520,Sports,South,4323,102,6,2025-01,1003
2025-01-06 03:19:49.303520,Sports,East,3636,42,2,2025-01,1234
2025-01-06 03:19:49.303520,Sports,West,2818,108,7,2025-01,558
2025-01-06 03:19:49.303520,Toys,North,2558,37,2,2025-01,446
2025-01-06 03:19:49.303520,Toys,South,4454,92,5,2025-01,794
2025-01-06 03:19:49.303520,Toys,East,3582,58,1,2025-01,909
2025-01-06 03:19:49.303520,Toys,West,5087,57,2,2025-01,1160
2025-01-07 03:19:49.303520,Electronics,North,3270,39,0,2025-01,983
2025-01-07 03:19:49.303520,Electronics,South,5912,72,3,2025-01,1268
2025-01-07 03:19:49.303520,Electronics,East,5670,67,5,2025-01,995
2025-01-07 03:19:49.303520,Electronics,West,4938,133,5,2025-01,1122
2025-01-07 03:19:49.303520,Clothing,North,2768,28,1,2025-01,904
2025-01-07 03:19:49.303520,Clothing,South,2634,30,1,2025-01,608
2025-01-07 03:19:49.303520,Clothing,East,5873,146,10,2025-01,1860
2025-01-07 03:19:49.303520,Clothing,West,1779,22,1,2025-01,399
2025-01-07 03:19:49.303520,Home & Garden,North,5303,57,2,2025-01,1093
2025-01-07 03:19:49.303520,Home & Garden,South,5311,68,4,2025-01,1619
2025-01-07 03:19:49.303520,Home & Garden,East,4176,64,4,2025-01,801
2025-01-07 03:19:49.303520,Home & Garden,West,2654,27,1,2025-01,521
2025-01-07 03:19:49.303520,Books,North,2094,67,4,2025-01,334
2025-01-07 03:19:49.303520,Books,South,5037,251,7,2025-01,944
2025-01-07 03:19:49.303520,Books,East,5138,205,9,2025-01,1159
2025-01-07 03:19:49.303520,Books,West,3014,71,2,2025-01,692
2025-01-07 03:19:49.303520,Sports,North,2774,37,1,2025-01,649
2025-01-07 03:19:49.303520,Sports,South,2647,30,0,2025-01,650
2025-01-07 03:19:49.303520,Sports,East,3539,62,2,2025-01,935
2025-01-07 03:19:49.303520,Sports,West,3936,82,3,2025-01,739
2025-01-07 03:19:49.303520,Toys,North,4776,79,4,2025-01,1302
2025-01-07 03:19:49.303520,Toys,South,5255,238,16,2025-01,1141
2025-01-07 03:19:49.303520,Toys,East,3642,145,5,2025-01,1080
2025-01-07 03:19:49.303520,Toys,West,4009,81,5,2025-01,1048
2025-01-08 03:19:49.303520,Electronics,North,3900,47,2,2025-01,1017
2025-01-08 03:19:49.303520,Electronics,South,3029,36,2,2025-01,869
2025-01-08 03:19:49.303520,Electronics,East,2171,47,2,2025-01,470
2025-01-08 03:19:49.303520,Electronics,West,6550,83,5,2025-01,1544
2025-01-08 03:19:49.303520,Clothing,North,2240,70,2,2025-01,597
2025-01-08 03:19:49.303520,Clothing,South,4058,51,1,2025-01,950
2025-01-08 03:19:49.303520,Clothing,East,4995,113,6,2025-01,1193
2025-01-08 03:19:49.303520,Clothing,West,2490,43,1,2025-01,509
2025-01-08 03:19:49.303520,Home & Garden,North,2062,57,1,2025-01,427
2025-01-08 03:19:49.303520,Home & Garden,South,2374,113,4,2025-01,687
2025-01-08 03:19:49.303520,Home & Garden,East,3802,105,3,2025-01,573
2025-01-08 03:19:49.303520,Home & Garden,West,3995,67,4,2025-01,675
2025-01-08 03:19:49.303520,Books,North,3810,88,2,2025-01,1294
2025-01-08 03:19:49.303520,Books,South,2918,78,4,2025-01,546
2025-01-08 03:19:49.303520,Books,East,5617,61,4,2025-01,1312
2025-01-08 03:19:49.303520,Books,West,2399,104,8,2025-01,767
2025-01-08 03:19:49.303520,Sports,North,4207,150,5,2025-01,631
2025-01-08 03:19:49.303520,Sports,South,2979,87,2,2025-01,998
2025-01-08 03:19:49.303520,Sports,East,4390,97,3,2025-01,705
2025-01-08 03:19:49.303520,Sports,West,2123,31,1,2025-01,391
